id,title,journal,achievement_level,talent_pool_use,year,doi,paper_url,url,source,source_api_url,first_author_name,corresponding_author_names_json,authors_json,affiliations_json,created_at,updated_at
1065,From Founders to Funders: Generalized Reciprocity and Embeddedness in Founders’ Transition to Angel Investing,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2024.1097,https://doi.org/10.5465/amj.2024.1097,https://doi.org/10.5465/amj.2024.1097,"openalex,crossref",https://doi.org/10.5465/amj.2024.1097,Alessandro Piazza,"[""Alessandro Piazza""]","[{""name"": ""Alessandro Piazza"", ""orcid"": ""https://orcid.org/0000-0002-5492-2647"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Rice University""]}, {""name"": ""William D. Miles"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Duke University""]}]","[""Rice University"", ""Duke University""]",2026-05-23 03:39:41,2026-05-23 03:39:41
1116,From Paralysis to Publicization: How Victims of the UK Post Office Horizon IT Scandal Experienced and Confronted Organizational Harm,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2024.1166,https://doi.org/10.5465/amj.2024.1166,https://doi.org/10.5465/amj.2024.1166,crossref,https://doi.org/10.5465/amj.2024.1166,Jan Lodge,[],"[{""name"": ""Jan Lodge"", ""orcid"": ""https://orcid.org/0000-0003-2996-5415"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Erasmus University""]}, {""name"": ""Grace Augustine"", ""orcid"": ""https://orcid.org/0000-0003-0793-6816"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Bath""]}, {""name"": ""Mislav Radic"", ""orcid"": ""https://orcid.org/0000-0003-3473-8428"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Bocconi University""]}]","[""Erasmus University"", ""University of Bath"", ""Bocconi University""]",2026-05-23 03:39:41,2026-05-23 03:39:41
1119,How Employees Who Have Made Upward Social Class Transitions Get Heard in the Workplace,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2023.0042,https://doi.org/10.5465/amj.2023.0042,https://doi.org/10.5465/amj.2023.0042,crossref,https://doi.org/10.5465/amj.2023.0042,Yasha Spriha,[],"[{""name"": ""Yasha Spriha"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Arizona State University""]}, {""name"": ""Subrahmaniam Tangirala"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Maryland""]}, {""name"": ""Rui Shu"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Shanghai University of Finance and Economics""]}, {""name"": ""Srinivas Ekkirala"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Indian Institute of Management Bangalore""]}]","[""Arizona State University"", ""University of Maryland"", ""Shanghai University of Finance and Economics"", ""Indian Institute of Management Bangalore""]",2026-05-23 03:39:41,2026-05-23 03:39:41
1070,How Mega-threats Influence Workplace Cooperation: Effect of #BlackLivesMatter Salience on Cooperation among and between Black and White Coworkers,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2024.0457,https://doi.org/10.5465/amj.2024.0457,https://doi.org/10.5465/amj.2024.0457,"openalex,crossref",https://doi.org/10.5465/amj.2024.0457,Steffen Keck,"[""Steffen Keck""]","[{""name"": ""Steffen Keck"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""University of Vienna""]}, {""name"": ""Christian Schumacher"", ""orcid"": ""https://orcid.org/0000-0003-1110-8175"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Vienna University of Economics and Business""]}, {""name"": ""Abhinav Gupta"", ""orcid"": ""https://orcid.org/0000-0003-3823-7890"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Washington""]}, {""name"": ""Keith Leavitt"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Oregon State University""]}]","[""University of Vienna"", ""Vienna University of Economics and Business"", ""University of Washington"", ""Oregon State University""]",2026-05-23 03:39:41,2026-05-23 03:39:41
236,Innovating More Formally: How Resistance-Led Participation Drives Expansion and Integration in Innovation Control Configuration,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2024.0722,https://doi.org/10.5465/amj.2024.0722,https://doi.org/10.5465/amj.2024.0722,"openalex,crossref",https://doi.org/10.5465/amj.2024.0722,Shiko M. Ben-Menahem,"[""Shiko M. Ben‐Menahem""]","[{""name"": ""Shiko M. Ben-Menahem"", ""orcid"": ""https://orcid.org/0000-0002-1684-2603"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""EDHEC Business School""]}, {""name"": ""Vivianna F. He"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University College London""]}, {""name"": ""Georg Von Krogh"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""ETH Zurich""]}, {""name"": ""Christian Wedl"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Orell Füssli""]}]","[""EDHEC Business School"", ""University College London"", ""ETH Zurich"", ""Orell Füssli""]",2026-05-22 07:29:01,2026-05-23 03:39:41
1075,Knowledge Bridging: How Acquirers Leverage the Knowledge of Their Targets’ Prior Alliance Partners,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2024.1203,https://doi.org/10.5465/amj.2024.1203,https://doi.org/10.5465/amj.2024.1203,"openalex,crossref",https://doi.org/10.5465/amj.2024.1203,Jens-Christian Friedmann,"[""Jens‐Christian Friedmann""]","[{""name"": ""Jens-Christian Friedmann"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Erasmus University""]}, {""name"": ""Korcan Kavusan"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Erasmus University""]}]","[""Erasmus University""]",2026-05-23 03:39:41,2026-05-23 03:39:41
239,Listen to Your Users? Self-Selection in User Community Feedback and Commercial Impact,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2024.0178,https://doi.org/10.5465/amj.2024.0178,https://doi.org/10.5465/amj.2024.0178,"openalex,crossref",https://doi.org/10.5465/amj.2024.0178,Ryan T. Allen,"[""Ryan T. Allen""]","[{""name"": ""Ryan T. Allen"", ""orcid"": ""https://orcid.org/0000-0002-8227-8844"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Brigham Young University""]}, {""name"": ""Robert Bremner"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Stanford University""]}, {""name"": ""Rory M. McDonald"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Virginia""]}]","[""Brigham Young University"", ""Stanford University"", ""University of Virginia""]",2026-05-22 07:29:01,2026-05-23 03:39:41
1076,Market-Stigmatized Groups and the Effectiveness of Stigma Management Strategies: Evidence from Washington’s Marijuana Market,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2023.0995,https://doi.org/10.5465/amj.2023.0995,https://doi.org/10.5465/amj.2023.0995,"openalex,crossref",https://doi.org/10.5465/amj.2023.0995,Cyrus Dioun,"[""Cyrus Dioun""]","[{""name"": ""Cyrus Dioun"", ""orcid"": ""https://orcid.org/0000-0003-3091-8392"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""University of Colorado Denver""]}, {""name"": ""Kisha Lashley"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Virginia""]}, {""name"": ""Vontrese Pamphile"", ""orcid"": ""https://orcid.org/0000-0003-1374-874X"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""George Washington University""]}]","[""University of Colorado Denver"", ""University of Virginia"", ""George Washington University""]",2026-05-23 03:39:41,2026-05-23 03:39:41
1067,Movin’ and Groovin’! Increased Prior Mobility Facilitates Newcomers’ Transitions Into Organizations,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2024.0138,https://doi.org/10.5465/amj.2024.0138,https://doi.org/10.5465/amj.2024.0138,"openalex,crossref",https://doi.org/10.5465/amj.2024.0138,Rebecca R. Kehoe,"[""Rebecca R. Kehoe""]","[{""name"": ""Rebecca R. Kehoe"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Cornell University""]}, {""name"": ""F. Scott Bentley"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Rutgers University""]}]","[""Cornell University"", ""Rutgers University""]",2026-05-23 03:39:41,2026-05-23 03:39:41
1139,Not So Fast? Rapid Response to Voice Leads to Perceived Inauthenticity,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2023.1044,https://doi.org/10.5465/amj.2023.1044,https://doi.org/10.5465/amj.2023.1044,crossref,https://doi.org/10.5465/amj.2023.1044,Danbee Chon,[],"[{""name"": ""Danbee Chon"", ""orcid"": ""https://orcid.org/0000-0002-7133-7765"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""University of South Florida""]}, {""name"": ""Ovul Sezer"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Cornell University""]}, {""name"": ""Francis J. Flynn"", ""orcid"": ""https://orcid.org/0000-0001-7083-0999"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Stanford University""]}]","[""University of South Florida"", ""Cornell University"", ""Stanford University""]",2026-05-23 03:39:41,2026-05-23 03:39:41
1140,On the Move: The Impact of Internal Mobility and Internal Comobility on Unit- and Organization-Level Outcomes,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2023.0311,https://doi.org/10.5465/amj.2023.0311,https://doi.org/10.5465/amj.2023.0311,crossref,https://doi.org/10.5465/amj.2023.0311,Caitlin Ray,[],"[{""name"": ""Caitlin Ray"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Cornell University""]}, {""name"": ""Anthony J. Nyberg"", ""orcid"": ""https://orcid.org/0000-0002-6653-5126"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of South Carolina""]}, {""name"": ""Mark A. Maltarich"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of South Carolina""]}, {""name"": ""Greg Reilly"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Connecticut""]}]","[""Cornell University"", ""University of South Carolina"", ""University of Connecticut""]",2026-05-23 03:39:41,2026-05-23 03:39:41
1084,Point Break? The Efficacy of Creative Differences as a Protective Label for Future Work,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2023.0759,https://doi.org/10.5465/amj.2023.0759,https://doi.org/10.5465/amj.2023.0759,"openalex,crossref",https://doi.org/10.5465/amj.2023.0759,Spencer Huber Harrison,"[""Spencer Harrison""]","[{""name"": ""Spencer Huber Harrison"", ""orcid"": """", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""INSEAD""]}, {""name"": ""Patrick Reilly"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of British Columbia""]}, {""name"": ""Yanbo Song"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""INSEAD""]}, {""name"": ""Khwan Kim"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University College London""]}]","[""INSEAD"", ""University of British Columbia"", ""University College London""]",2026-05-23 03:39:41,2026-05-23 03:39:41
1086,Political Segregation in the Labor Market and the Persistence of Pay Gaps,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2023.0371,https://doi.org/10.5465/amj.2023.0371,https://doi.org/10.5465/amj.2023.0371,"openalex,crossref",https://doi.org/10.5465/amj.2023.0371,Ray Tsai Fang,"[""Ray Fang""]","[{""name"": ""Ray Tsai Fang"", ""orcid"": ""https://orcid.org/0000-0001-6598-9866"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""University of Washington at Tacoma""]}, {""name"": ""Felice B. Klein"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Boise State University""]}, {""name"": ""Chi Nguyen"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Oklahoma State University""]}, {""name"": ""Jeff Lingwall"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Boise State University""]}, {""name"": ""Alexander Lewis"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Texas at San Antonio""]}]","[""University of Washington at Tacoma"", ""Boise State University"", ""Oklahoma State University"", ""University of Texas at San Antonio""]",2026-05-23 03:39:41,2026-05-23 03:39:41
235,Polyphonic Career Scripting: Political and Relational Dynamics in the Construction of Promotion Norms,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2022.1039,https://doi.org/10.5465/amj.2022.1039,https://doi.org/10.5465/amj.2022.1039,"openalex,crossref",https://doi.org/10.5465/amj.2022.1039,Elena Doldor,"[""Elena Doldor""]","[{""name"": ""Elena Doldor"", ""orcid"": ""https://orcid.org/0000-0002-3547-3129"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Queen Mary University of London and City St George’s, University of London""]}, {""name"": ""Madeleine Wyatt"", ""orcid"": ""https://orcid.org/0000-0001-6853-4656"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""King’s College London""]}, {""name"": ""Doyin Atewologun"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Delta Leadership & Inclusion and University of Exeter""]}]","[""Queen Mary University of London and City St George’s, University of London"", ""King’s College London"", ""Delta Leadership & Inclusion and University of Exeter""]",2026-05-22 07:29:01,2026-05-23 03:39:41
1083,Reckoning With the Ideal Worker Body: A Qualitative Study of Workers in Chronic Pain,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2023.0511,https://doi.org/10.5465/amj.2023.0511,https://doi.org/10.5465/amj.2023.0511,"openalex,crossref",https://doi.org/10.5465/amj.2023.0511,Beth S. Schinoff,"[""Beth S. Schinoff""]","[{""name"": ""Beth S. Schinoff"", ""orcid"": ""https://orcid.org/0000-0002-3927-5787"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""University of Delaware""]}, {""name"": ""Kim Rocheville"", ""orcid"": ""https://orcid.org/0000-0001-9300-9829"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Creighton University""]}, {""name"": ""Elana Feldman"", ""orcid"": ""https://orcid.org/0000-0003-4363-791X"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Massachusetts Lowell""]}, {""name"": ""Njoke Thomas"", ""orcid"": """", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Boston College""]}]","[""University of Delaware"", ""Creighton University"", ""University of Massachusetts Lowell"", ""Boston College""]",2026-05-23 03:39:41,2026-05-23 03:39:41
1066,Relationship Splintering and Repair: The Dynamics of Marginalization in Organizations,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2022.1042,https://doi.org/10.5465/amj.2022.1042,https://doi.org/10.5465/amj.2022.1042,"openalex,crossref",https://doi.org/10.5465/amj.2022.1042,Deniz Öztürk,"[""Deniz Öztürk""]","[{""name"": ""Deniz Öztürk"", ""orcid"": ""https://orcid.org/0000-0002-2053-454X"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""University of Bakırçay""]}, {""name"": ""John M. Amis"", ""orcid"": ""https://orcid.org/0000-0003-0627-0522"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Edinburgh""]}]","[""University of Bakırçay"", ""University of Edinburgh""]",2026-05-23 03:39:41,2026-05-23 03:39:41
1077,Role Rectification: How Hybrid Entrepreneurship Turns Entrepreneur Roles from Liability to Advantage in Hiring,ACADEMY OF MANAGEMENT JOURNAL,A+,强入库论文锚点,2026,10.5465/amj.2023.1071,https://doi.org/10.5465/amj.2023.1071,https://doi.org/10.5465/amj.2023.1071,"openalex,crossref",https://doi.org/10.5465/amj.2023.1071,Gavin Williamson,"[""Gavin Williamson""]","[{""name"": ""Gavin Williamson"", ""orcid"": ""https://orcid.org/0000-0002-1898-3485"", ""position"": ""first"", ""is_corresponding"": false, ""affiliations"": [""Rowan University""]}, {""name"": ""Timothy P. Munyon"", ""orcid"": ""https://orcid.org/0000-0003-2813-1208"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""University of Tennessee""]}, {""name"": ""Ali Mchiri"", ""orcid"": ""https://orcid.org/0000-0001-6175-148X"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Sam Houston State University""]}, {""name"": ""Malgorzata W. Kozusznik"", ""orcid"": ""https://orcid.org/0000-0001-7961-8345"", ""position"": """", ""is_corresponding"": false, ""affiliations"": [""Ghent University""]}]","[""Rowan University"", ""University of Tennessee"", ""Sam Houston State University"", ""Ghent University""]",2026-05-23 03:39:41,2026-05-23 03:39:41
