name,affiliations,last_5_year_total,first_author_total,corresponding_author_total,top_total,a_plus_total,a_total,a1_total,a2_total,level_counts_json,paper_links,paper_titles,journals,years,author_roles,is_likely_chinese_name,chinese_name_score,name_filter_reason,review_status
Hao Wang,The Synergetic Innovation Center for Advanced Materials; Southeast University; Guangdong University of Technology; University of Hong Kong,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103504,Can lane-changing preferences of connected and autonomous vehicles induce spontaneous platoon formation?,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Hao Zhang,Tianjin University,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2024.0991,Analyzing Consumer Footprints on E-Commerce Platforms: A Multichannel Sequential Search Model with Reference Price,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Hao Zheng,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105710,KNOWCAST: Domain-knowledge-integrated deep learning for metro OD forecasting and path flow estimation,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Haoran Wu,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103565,"On the correlated <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.svg"" display=""inline"" id=""d1e1919""> <mml:mrow> <mml:mi>M</mml:mi> <mml:mo>/</mml:mo> <mml:mi>M</mml:mi> <mml:mo>/</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:math> queue with customer abandonment",OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Haowen Xu,Beihang University; Hebei Normal University of Science and Technology,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104919,"Incentive-compatible auction mechanisms for crowdshipping: Modeling, solution approach, and systemic impacts",TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Haoyang Xie,"School of Computing and Augmented Intelligence, Arizona State University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2649852,Deep reinforcement learning based dynamic printing control in Large Format Additive Manufacturing,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Haoye Chen,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104899,Operation and charging optimization for electric multimodal mobility system,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Haoyuan Chen,"Department of Industrial and Systems Engineering, Texas A&M University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2637908,Aggregation models with optimal weights for distributed Gaussian processes,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Haoyue Liu,"Institute of Data and Information, Shenzhen International Graduate School, Tsinghua University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2639060,Joint workforce scheduling and pricing in crowdsourced delivery under uncertainty,IISE TRANSACTIONS,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Hengjie Zhang,"Business School, Hohai University",1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2652578,A personalized individual semantics-based multi-criteria method for learning preferences in the graph model for conflict resolution,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Hongjun Peng,Nanjing Forestry University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2643406,Digital empowerment in agricultural e-commerce supply chains: contract farming versus customized farming,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Hongli Li,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104939,Anticipatory demand planning for microtransit with strategic use of latent capacity at fixed stops,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Hongyang Wang,"School of Systems Science, Beijing Jiaotong University, Beijing 100044, China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/trsc.2024.0687,Enhancing Efficiency and Fairness: Rolling Stock Scheduling with Virtual Coupling and Short-Turning Strategies,TRANSPORTATION SCIENCE,2025,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Huaxiong Jiang,Beijing Normal University; Chinese Academy of Sciences; Institute of Geographic Sciences and Natural Resources Research,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105045,"Exploring the relationship between accessibility and travel satisfaction in remote and challenging terrain of Tibet, China",TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
J. P. Liu,Dalian Maritime University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103555,Shipping alliances among competitive carriers with asymmetric capacities,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,corresponding_author,0,0.6,"chinese_surname,initial_plus_pinyin,person_name_length",needs_review
Jia Ren,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.ijpe.2026.110062,Examining the link between supplier diversification and ESG practices: An opportunity-motivation-ability perspective,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jiafu Tang,Dongbei University of Finance and Economics,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103550,Game decision analysis in a two-tier healthcare system under capitation payment for primary outpatient services,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jiaheng Xie,"Department of Accounting & MIS, Lerner College of Business and Economics, University of Delaware, Newark, Delaware 19716",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2024.1071,Short-Form Videos and Mental Health: A Knowledge-Guided Neural Topic Model,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jiahui Yu,Tongji University; Shanghai Tongji Urban Planning and Design Institute; East China University of Science and Technology; New York University Shanghai,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103427,Service network design of modular vehicles on general road networks considering passengers’ turning choices,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Jian Cao,Nanjing University of Finance and Economics,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2641673,Heterogeneous information provision and Bayesian effect for queues with strategic customers,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Jiang He,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104956,Reinforcement learning-driven probabilistic price forecasting for energy inventory arbitrage,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,0,0.5,"chinese_surname,person_name_length",needs_review
Jianxiu Xiao,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103433,Airport pricing strategies for ride-hailing services: A game-theoretic analysis,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jiarong Xu,Fudan University,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2024.1028,A User Purchase Motivation-Aware Product Recommender System,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Jiawen Wang,University of Shanghai for Science and Technology,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105669,Automated vehicle may not adopt fully conservative driving strategies: A game-theoretic framework for pedestrian-vehicle interactions at unsignalized crossing considering external human–machine interfaces,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jiayi Joey Yu,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1177/10591478261455116,EXPRESS: Should a Retailer Disclose Its Unit Variable Costs in Monopoly and Duopoly Markets,PRODUCTION AND OPERATIONS MANAGEMENT,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jiayu Fang,The University of Sydney,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105675,Toward an integrated cross-urban accident prevention system: A multi-task spatial-temporal learning framework for urban safety management,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jichen Zhu,Tongji University; National University of Singapore,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105720,Schedule adherence oriented traffic signal control for large-scale scheduled vehicle operations: A multi-agent reinforcement learning approach,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jie Chen,Beijing Institute of Technology,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103557,Prescriptive analytics for hospital drug inventory: A context-aware multi-channel neural network for integrated forecasting and optimization,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jie Yang,Beijing University of Technology,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1007/s10479-026-07269-9,SGCN: A Robust Subsampling-Based GCN for Large-Scale Network with Out-of-Distribution Nodes,ANNALS OF OPERATIONS RESEARCH,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jiemin Zhao,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103534,A mobile clinic routing and scheduling problem in vaccination outreach service,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jing Wang,Hong Kong University of Science and Technology; Guangdong University of Technology,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103468,Optimizing alternative-fuel tugboat fleet towards decarbonization goals,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jingchuan Ma,"Alliance Manchester Business School, The University of Manchester",1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2660989,An interpretable machine learning approach for forecasting the occurrence of extreme electricity prices in the day-ahead market,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jingwen Wu,"School of Management, Shanghai University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2646936,How to deploy food distribution networks based on blockchain,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jinjun Tang,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105701,The flex-route transit operational planning problem with electric vehicles,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jizhou Lu,Central University of Finance and Economics,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103554,"Information sharing, information quality, and competition in a dual-sourcing supply chain",OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Julong Wang,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/ijoc.2025.1285.cd,Code and Data Repository for Integrated Multi-resource Multi-item Production and Delivery Planning with Setup Carryover: Formulations and Exact Algorithm,INFORMS JOURNAL ON COMPUTING,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jun Wang,"School of Management Science and Engineering, Tianjin University of Finance and Economics",1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2622597,Platform’s information sharing strategy in a supplier encroachment context with economies of scale,IISE TRANSACTIONS,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Jun-Qiang Wang,Northwestern Polytechnical University; Northwestern Polytechnic University,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2025.2602827,Optimal purchasing and production control for a circular production system,IISE TRANSACTIONS,2025,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Junji Ye,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105706,Global causal-aware impact modeling for traffic networks with graph-integrated transfer entropy,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Junjie Hu,Central South University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105712,Meta-learning guided by physics-based residual priors: a plug-and-play training strategy for lightweight car-following models,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Junjin Wang,Dalian Maritime University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103555,Shipping alliances among competitive carriers with asymmetric capacities,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Junpeng Guo,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103579,Single-machine batch scheduling in additive manufacturing considering customer order spread and two-dimensional packing constraints,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Junyu Cao,"McCombs School of Business, The University of Texas at Austin, Austin, Texas 78705",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/msom.2024.1244,Online Facility Location: Running Stores on Wheels with Spatial Demand Learning,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Junyu Zhu,Tongji University; Purdue University West Lafayette; Chinese Academy of Engineering; Chinese Academy of Agricultural Engineering; Institute of Physics,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103470,A learning-based MPC framework for gridlock-aware over-saturated network traffic control,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Kaibo Wang,"Department of Industrial Engineering, Tsinghua University; Vanke School of Public Health, Tsinghua University",1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2648049,IoT event data monitoring and prediction considering within- and between-event correlations,IISE TRANSACTIONS,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Kaihang Zhang,University of Hong Kong; Tongji University; Shanghai Tongji Urban Planning and Design Institute,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103461,A three-sided network equilibrium model for on-demand food delivery services,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Kailin Chen,Transport for London; Imperial College London; National University of Singapore,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103429,Understanding congestion in airport surface operations using 3D fundamental diagrams,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Kangzhou Wang,"School of Management, Lanzhou University",1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2628228,Product-sharing market entry strategy for a socially responsible firm,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Ke Sun,"Desautels Faculty of Management, McGill University, Montreal, Quebec H3A 1G5, Canada; and College of Administrative Sciences and Economics, Koç University, Istanbul 34450, Turkey",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/msom.2024.0865,Order Ahead for Pickup: Promise or Peril?,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Kenan Zhang,Technion – Israel Institute of Technology; École Polytechnique Fédérale de Lausanne,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105703,Mobility-as-a-service (MaaS) system as a multi-leader-multi-follower game: A single-level variational inequality (VI) formulation,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Lei Chen,"School of Management, Jinan University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2025.2612183,Proactive or reactive? Quality improvement strategies in a Co-opetitive supply chain,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Lei Wang,"Operations and Decision Technologies, Kelley School of Business, Indiana University, Bloomington, Indiana 47405",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2025.1836,How Costs Influence Preferences for Control in Generative Artificial Intelligence (GenAI): Human-Guided vs. GenAI-Based Delegated Search,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Li Hu,University of Science and Technology of China; Nanjing University of Finance and Economics; University of Glasgow,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103583,AI-generated news summary: Reshaping reader engagement on news platforms,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,corresponding_author,0,0.65,"chinese_surname,chinese_context,person_name_length",needs_review
Li Jiang,University of Science and Technology of China,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103515,Holding private quality information: implications for unethical practices and social welfare in credence goods markets,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,0,0.65,"chinese_surname,chinese_context,person_name_length",needs_review
Li Qin,"School of Economics and Management, Southwest Jiaotong University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2655760,Optimal scheduling of shared mobile precooling devices in post-harvest precooling,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Li Xue,Northwestern Polytechnical University; Korea National University of Transportation; Hefei University of Technology; Qingdao Huanghai University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104926,Battery-swapping-considered scheduling for automated guided vehicles in container terminals: a two-phase decision framework,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Li Zhen,Hong Kong Polytechnic University,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103431,Optimal demand-responsive connector design: Comparing fully-flexible routing and semi-flexible routing strategies,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Liang Wang,Tsinghua University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105698,Anti-singular control of a hybrid-motion vehicle and experimental validations for its applicability in micro-sized transportation scenarios,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,0,0.65,"chinese_surname,chinese_context,person_name_length",needs_review
Liangquan Wang,"School of Management Science and Engineering, Anhui University of Finance and Economics, Bengbu, Anhui Province 233030, China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/msom.2023.0502,Robust Allocation Policies for Distribution Inventory Systems with Replenishment,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Lichao Yang,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104901,Advanced autonomous collision avoidance for maritime navigation: A reinforcement learning approach with ship dynamics and environmental awareness,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Lin Zhang,"School of Management, Northwestern Polytechnical University Xi'an China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1002/joom.70048,How Do Firms Develop Safety Management Capabilities? The Impact of Institutional Forces and Digital Technology Resources,JOURNAL OF OPERATIONS MANAGEMENT,2026,first_author,0,0.65,"chinese_surname,chinese_context,person_name_length",needs_review
Lin Zhou,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104889,Location-routing problem for robot deliveries with customer choices and hybrid facilities,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,0,0.5,"chinese_surname,person_name_length",needs_review
Linfeng Zhang,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105013,Beyond direct flights: higher-order connectivity in China’s international air cargo network,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Ling Zhu,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103469,Joint fleet scheduling and cargo flow allocation for air cargo services,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Linheng Li,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105761,Ethical Decision-Making in Autonomous Vehicles: A Reinforcement Learning Approach for Fair Risk Management,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Liqun Wei,"School of Business, Central South University, Changsha 410083, China; and Laboratory of Intelligent Governance for Complex Social Systems, Changsha 410083, China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/msom.2025.0420,Greenwashing Under Competition,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Lisha Liu,Antai College of Economics and Management Shanghai Jiao Tong University Shanghai China,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1002/joom.70033,Second‐Order Between‐Supplier Learning,JOURNAL OF OPERATIONS MANAGEMENT,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Lixing Yang,Beijing Jiaotong University; Xi'an Jiaotong University; Beijing Institute of Technology,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103434,Integrated bus bridging service design and vehicle scheduling considering passenger flow control strategy in an oversaturated metro network: A Lagrangian heuristic based on column generation,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Longfei Zheng,Beijing Normal University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105014,High-speed rail and employment disparity: A sectoral perspective,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Lujie Chen,Xi’an Jiaotong-Liverpool University,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1002/joom.70012,Developing Generative AI for Value Co‐Creation: An Intervention‐Based Randomized Field Experiment in a Healthcare Context,JOURNAL OF OPERATIONS MANAGEMENT,2025,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Luyao Li,Tsinghua University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103527,How do behavioral biases affect backfiring of intensified auditing on corporate social responsibility?,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
M. M. Li,Tongji University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.104980,Urban traffic evaluation with social media data: A consensus-based LLM negotiation paradigm,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,0,0.6,"chinese_surname,initial_plus_pinyin,person_name_length",needs_review
Maggie Mengqing Zhang,"McIntire School of Commerce, University of Virginia, Charlottesville, Virginia 22903",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2025.2270,When Influencers Delegate Replies: How Social AI Agents Shape User Engagement,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
